Well	Field	Cell Number	Top	Left	CircRingAvgIntenRatioCh2	
C1	2	1	15	444	0.189081402870638	
C1	2	2	33	298	0.585700009965233	
C1	2	3	40	237	9.23677776384362E-02	
C1	2	4	46	186	6.33819773320764E-02	
C1	2	5	48	119	0.424343821348065	
C1	2	6	51	391	0.531792651500329	
C1	2	7	65	37	0	
C1	2	8	77	306	0.78037220345988	
C1	2	9	78	63	0.548026198443695	
C1	2	10	80	290	1.27796398571334	
C1	2	11	80	423	0.940132488315226	
C1	2	12	104	354	0.137385993650023	
C1	2	13	108	30	0.338054831711967	
C1	2	14	110	174	0.132342839903351	
C1	2	15	110	286	0.174267509201483	
C1	2	16	119	261	5.47899448967778E-02	
C1	2	17	122	320	6.41229447244485E-02	
C1	2	18	124	130	0.95793515754191	
C1	2	19	125	190	1.23917756508337	
C1	2	20	128	411	0.188520415142912	
C1	2	21	129	235	0.552503957655456	
C1	2	22	141	141	1.36570073923465	
C1	2	23	145	356	0.14292511398795	
C1	2	24	154	77	0.110194809899463	
C1	2	25	157	447	0.130729030509805	
C1	2	26	161	89	7.01210679078524E-02	
C1	2	27	171	338	0.622021657904958	
C1	2	28	176	289	0.30822332517607	
C1	2	29	177	384	4.55668885176598E-02	
C1	2	30	178	220	0.373184960129364	
C1	2	31	196	30	0.16432113134781	
C1	2	32	197	169	0.971179469004028	
C1	2	33	204	130	1.06880254728782	
C1	2	34	205	90	0.820872045534623	
C1	2	35	212	332	0.98931034283268	
C1	2	36	217	376	0.338349978875223	
C1	2	37	221	476	0.182216387930102	
C1	2	38	222	418	0.766758025793018	
C1	2	39	227	49	0.210743815395487	
C1	2	40	234	232	3.83646133846162E-02	
C1	2	41	247	301	0.368966428212143	
C1	2	42	249	410	0.176267643758345	
C1	2	43	259	163	0.706221661643499	
C1	2	44	259	203	0.125389269386047	
C1	2	45	264	474	6.31980201628541E-02	
C1	2	46	265	348	0.36737439245594	
C1	2	47	272	79	0.338540763583607	
C1	2	48	277	14	0.465403371933248	
C1	2	49	292	330	1.2633313575562	
C1	2	50	296	110	0.138479278742213	
C1	2	51	297	273	0.627231647145362	
C1	2	52	304	214	0.508598294344276	
C1	2	53	307	139	0.714700296926321	
C1	2	54	311	320	0	
C1	2	55	325	402	0.204983036577617	
C1	2	56	330	367	0.548380248451258	
C1	2	57	330	455	0.343576377507237	
C1	2	58	336	236	1.45564843351589E-02	
C1	2	59	339	339	7.61353379921856E-02	
C1	2	60	340	68	0.755746555629318	
C1	2	61	344	201	0.156064543656181	
C1	2	62	348	311	1.11337668382714	
C1	2	63	349	39	0.796643326779989	
