Well	Field	Cell Number	Top	Left	CircRingAvgIntenRatioCh2	
C2	1	1	11	208	0.475622122192459	
C2	1	2	13	92	0.221270437522835	
C2	1	3	13	130	0.250589317436578	
C2	1	4	15	152	0.169780691007106	
C2	1	5	22	297	0.089031971848717	
C2	1	6	31	135	0.781346510191476	
C2	1	7	34	424	0.529867255477925	
C2	1	8	36	270	8.87652958002986E-02	
C2	1	9	40	132	0.430491115675769	
C2	1	10	43	369	0.2668170939324	
C2	1	11	67	461	1.19677662291601	
C2	1	12	70	352	0.250036381474436	
C2	1	13	73	112	0.140155714812034	
C2	1	14	75	44	0.901018279328906	
C2	1	15	75	232	0.335050819695431	
C2	1	16	80	436	0.401000573516795	
C2	1	17	82	5	4.68765751699824E-02	
C2	1	18	103	400	0.444301628106255	
C2	1	19	122	280	0.637990261279913	
C2	1	20	127	96	1.26673841894654	
C2	1	21	132	172	0.265891308207365	
C2	1	22	141	3	1.42521009490504	
C2	1	23	142	242	1.18039755436286	
C2	1	24	142	286	1.23373787656608	
C2	1	25	143	300	0.844913515098212	
C2	1	26	144	131	0.194754133172524	
C2	1	27	164	283	0.178610479876014	
C2	1	28	165	488	0.347464132540489	
C2	1	29	174	182	0.928387252539795	
C2	1	30	177	235	3.67398364123917E-02	
C2	1	31	180	467	0.716315614449411	
C2	1	32	181	39	1.12348092737416	
C2	1	33	184	348	0.379133969159462	
C2	1	34	198	93	3.60481446623463E-04	
C2	1	35	202	112	0.835048742507306	
C2	1	36	211	33	0.191970633654844	
C2	1	37	214	368	0.434244497349408	
C2	1	38	218	430	0.659398484116937	
C2	1	39	223	72	0.210544256124016	
C2	1	40	232	7	0.94421449545907	
C2	1	41	233	183	0.324262325946153	
C2	1	42	241	154	0.594679703257054	
C2	1	43	246	315	3.85095770791715E-02	
C2	1	44	247	188	0.384661048851823	
C2	1	45	265	296	0.290487929345393	
C2	1	46	265	364	0.878201725883734	
C2	1	47	268	7	4.00649793009485E-02	
C2	1	48	271	229	0.352018932110635	
C2	1	49	277	433	1.2780093977162	
C2	1	50	285	126	0.238295098386082	
C2	1	51	286	41	0.22196466080373	
C2	1	52	293	336	0.491732061557576	
C2	1	53	299	157	0.216783696308081	
C2	1	54	299	298	0.116736225297612	
C2	1	55	301	189	0.17967476159273	
C2	1	56	316	21	0.253975107950216	
C2	1	57	323	246	1.20425930339848	
C2	1	58	325	360	1.18583762033905	
C2	1	59	327	345	0.844355909694555	
C2	1	60	330	454	0.563447867959692	
C2	1	61	339	21	6.98928276067344E-02	
C2	1	62	342	82	1.18577346320698	
C2	1	63	356	201	0.747091556402781	
C2	1	64	361	30	0.8830228893513	
C2	1	65	372	369	0.837748154249137	
C2	1	66	380	34	0.543030210078477	
C2	1	67	389	241	0.889005727353473	
C2	1	68	391	124	0.385761899429215	
C2	1	69	394	215	5.35863198361601E-02	
C2	1	70	399	307	0.935482587642271	
C2	1	71	399	442	0.275435553370161	
C2	1	72	405	177	1.41156162190641	
C2	1	73	405	397	0.1969531172096	
C2	1	74	407	104	0.450778962380943	
C2	1	75	407	378	0.39857832916577	
C2	1	76	425	132	0.292374824648572	
C2	1	77	427	328	1.0667318639858	
C2	1	78	430	387	0.180976525378209	
C2	1	79	435	218	1.0605429095437	
C2	1	80	444	425	0.734726723527275	
C2	1	81	451	163	9.84796129923981E-02	
C2	1	82	454	148	1.14123077607888	
C2	1	83	455	75	0.789516795546957	
C2	1	84	467	272	1.0375301144737	
C2	1	85	468	373	0.402785085284295	
C2	1	86	469	329	0.668691341704425	
C2	1	87	471	469	8.97777592692847E-03	
C2	1	88	473	84	0.403477259643063	
C2	1	89	473	182	0.732095829293188	
C2	2	1	2	372	0.362965574123952	
C2	2	2	3	478	0.879663437655241	
C2	2	3	10	80	0.938158036266214	
C2	2	4	11	397	3.46180680540557E-03	
C2	2	5	13	256	1.54917881729597	
C2	2	6	14	106	2.90973103594374E-02	
C2	2	7	31	207	0.339355475058462	
C2	2	8	34	304	1.24050904897958	
C2	2	9	36	460	0.559750410370807	
C2	2	10	41	154	0.420985708022843	
C2	2	11	53	45	0.539454658089328	
C2	2	12	56	375	0.742633287532832	
C2	2	13	57	289	5.85249739342553E-04	
C2	2	14	62	201	1.04886797573692	
C2	2	15	68	7	0.530363925824607	
C2	2	16	79	294	1.14848749951789	
C2	2	17	85	71	0.148097911837414	
C2	2	18	88	247	1.46048608988077	
C2	2	19	92	117	9.11091190612012E-02	
