Well	Field	Cell Number	Top	Left	CircRingAvgIntenRatioCh2	
B2	1	1	3	74	1.1763786301968	
B2	1	2	11	113	0.601143446694012	
B2	1	3	13	203	1.60248031181543	
B2	1	4	42	386	1.67874334278992	
B2	1	5	45	31	0.738308021605075	
B2	1	6	52	428	1.03891638645132	
B2	1	7	54	220	1.33645219038046	
B2	1	8	81	378	1.1293078693229	
B2	1	9	85	21	0.85071454022852	
B2	1	10	109	313	1.67463050654337	
B2	1	11	125	64	0.735390911087682	
B2	1	12	125	156	1.47225012825316	
B2	1	13	126	235	1.51337787684982	
B2	1	14	133	371	0.66115616536335	
B2	1	15	151	122	1.02953940125715	
B2	1	16	153	22	0.896420334422449	
B2	1	17	156	450	1.32703180228528	
B2	1	18	189	428	0.888737316474028	
B2	1	19	195	5	0.798739914559614	
B2	1	20	196	153	0.968111940298507	
B2	1	21	210	229	1.2580980020842	
B2	1	22	219	110	0.987860747261887	
B2	1	23	232	236	1.28190958738585	
B2	1	24	247	440	1.04457648152412	
B2	1	25	249	210	1.50243871491493	
B2	1	26	253	141	1.59285389712313	
B2	1	27	264	287	2.07265988471501	
B2	1	28	284	11	0.915472975544573	
B2	1	29	286	308	1.23533785924679	
B2	1	30	293	172	1.05902627680237	
B2	1	31	299	375	0.838391349019581	
B2	1	32	303	460	1.18231953040962	
B2	1	33	330	223	1.3598470379519	
B2	1	34	331	283	1.59690424417761	
B2	1	35	337	145	1.05111909575607	
B2	1	36	340	50	0.931149309500544	
B2	1	37	344	348	1.29972438988021	
B2	1	38	348	415	1.12289530815883	
B2	1	39	351	226	1.06495650867495	
B2	1	40	368	65	0.744930143857735	
B2	1	41	368	265	1.39232022308006	
B2	1	42	374	281	0.85541390742884	
B2	1	43	375	122	0.84797499672037	
B2	1	44	388	349	0.721296381347295	
B2	1	45	408	268	0.809054678782082	
B2	1	46	412	443	1.5246112696361	
B2	1	47	413	358	0.662379032108784	
B2	1	48	416	286	1.28413227574051	
B2	1	49	418	194	0.73883252737891	
B2	1	50	459	407	1.70076529527095	
B2	1	51	468	337	0.40457985696709	
B2	1	52	469	240	1.57179916802493	
B2	1	53	490	250	1.04393776421442	
B2	2	1	14	182	0	
B2	2	2	22	411	0.662530269747618	
B2	2	3	31	53	8.81177090628498E-02	
B2	2	4	33	209	1.17334657700829	
B2	2	5	46	327	0.986787777761296	
B2	2	6	51	481	0.540687082610086	
B2	2	7	80	398	1.01992335177108	
B2	2	8	81	308	0.520931382898915	
B2	2	9	83	252	0.476529495130524	
B2	2	10	85	128	1.60175844594355	
B2	2	11	101	183	1.49067010563689	
B2	2	12	110	290	0.255693424074036	
B2	2	13	145	247	1.17031580660915	
B2	2	14	146	40	0.920838258916861	
B2	2	15	156	381	0.312048226511531	
B2	2	16	161	436	1.06686013832066	
B2	2	17	168	154	1.46969843781962	
B2	2	18	175	305	1.00647439918984	
B2	2	19	186	346	1.04770018128061	
B2	2	20	187	214	1.84166304747578	
B2	2	21	197	4	0.966137006449957	
B2	2	22	232	323	0.871950122599562	
B2	2	23	237	54	0.976603296344647	
B2	2	24	237	429	1.77587254232953	
B2	2	25	239	272	0.649151895961823	
B2	2	26	244	121	0.191006669685587	
B2	2	27	245	351	0.86616352921373	
B2	2	28	251	27	1.04306220095694	
B2	2	29	254	476	0.769080073035547	
B2	2	30	265	24	0.763040203508649	
B2	2	31	275	89	1.41953839232049	
B2	2	32	277	159	1.33382622869393	
B2	2	33	286	238	0.660301686745434	
B2	2	34	290	324	1.31046470855337	
B2	2	35	298	52	1.10465108036885	
B2	2	36	310	203	1.41467741404509	
B2	2	37	321	359	0.95475559842835	
B2	2	38	336	461	1.57725174782442	
B2	2	39	339	86	0.826695161150204	
B2	2	40	342	285	2.08729234981959	
B2	2	41	357	177	0.286760480145735	
B2	2	42	358	24	0.644011357564679	
B2	2	43	369	404	0.92597422985099	
B2	2	44	370	333	1.44446663578263	
B2	2	45	383	3	0.29388005853857	
B2	2	46	405	259	1.26839285957717	
B2	2	47	421	420	1.47731440885886	
B2	2	48	427	348	1.23808333677648	
B2	2	49	428	33	0.378763224495265	
B2	2	50	437	409	1.60220196600611	
B2	2	51	444	347	1.07680502045518	
B2	2	52	445	206	1.22930976013511	
B2	2	53	452	446	0.992042826155413	
B2	2	54	457	162	1.79436258790048	
B2	2	55	470	382	0.834891562891963	
B2	3	1	9	145	1.70464985604968	
B2	3	2	11	22	1.30301682157587	
B2	3	3	12	196	1.30427989451494	
B2	3	4	21	64	6.71445639187575E-02	
B2	3	5	34	59	6.26046672251432E-02	
B2	3	6	39	79	0.28482071647857	
B2	3	7	51	378	1.76267666821746	
B2	3	8	77	5	2.57625784387344	
B2	3	9	78	312	0.917037632168859	
B2	3	10	84	200	0.651233891671754	
B2	3	11	84	264	0.823791407028046	
B2	3	12	91	78	8.15694776730923E-02	
B2	3	13	97	427	1.22009944305149	
B2	3	14	99	141	0.243113749625555	
B2	3	15	126	153	1.10057086106877	
B2	3	16	129	473	1.03439585580979	
B2	3	17	142	28	5.53421664280538E-02	
B2	3	18	142	324	1.14715438696348	
B2	3	19	143	377	1.08063397991538	
B2	3	20	144	209	1.80636654667532	
B2	3	21	153	270	1.89295024859824	
B2	3	22	183	198	2.210282440107	
B2	3	23	184	101	0.835156022159092	
B2	3	24	184	325	0.808721285805586	
B2	3	25	189	16	1.84355812986994	
